transaction_id,customer_id,timestamp,channel,campaign_id,product_category,region,returning_customer,prior_orders,product_views,cart_added,dwell_time_seconds,price_comparison_tabs,original_value,discount_percent,discount_amount,treated,conversion,final_value,cost,profit
DEMO_000480,CUST_0090,2025-01-20 23:00:00,PPC,RETARGET,Fashion,West,0,0,5,1,136,1,107.44,0.0,0.0,0,0,0.0,55.37,0.0
DEMO_000481,CUST_0239,2025-01-21 00:00:00,Direct,RETARGET,Electronics,South,0,1,2,0,369,3,140.69,0.2,28.14,1,0,0.0,87.75,0.0
DEMO_000482,CUST_0690,2025-01-21 01:00:00,Email,RETARGET,Beauty,South,1,2,6,1,346,1,79.82,0.0,0.0,0,1,79.82,50.56,29.26
DEMO_000483,CUST_0208,2025-01-21 02:00:00,Social,FLASH20,Sports,East,1,4,6,1,234,0,78.38,0.15,11.76,1,0,0.0,45.35,0.0
DEMO_000484,CUST_0663,2025-01-21 03:00:00,PPC,FLASH20,Electronics,East,1,4,10,1,358,0,48.09,0.15,7.21,1,1,40.88,24.8,16.08
DEMO_000485,CUST_0385,2025-01-21 04:00:00,Direct,LOYALTY,Beauty,South,1,1,10,0,323,1,132.24,0.15,19.84,1,0,0.0,71.34,0.0
DEMO_000486,CUST_0193,2025-01-21 05:00:00,Social,WELCOME10,Electronics,West,0,2,5,1,216,0,83.76,0.0,0.0,0,0,0.0,49.7,0.0
DEMO_000487,CUST_0278,2025-01-21 06:00:00,Direct,RETARGET,Sports,East,1,2,8,1,142,1,301.26,0.0,0.0,0,0,0.0,151.02,0.0
DEMO_000488,CUST_0442,2025-01-21 07:00:00,Email,SUMMER15,Electronics,North,1,2,4,0,232,0,90.69,0.0,0.0,0,0,0.0,50.63,0.0
DEMO_000489,CUST_0637,2025-01-21 08:00:00,Organic,WELCOME10,Sports,South,1,2,7,0,371,0,196.54,0.0,0.0,0,0,0.0,90.35,0.0
DEMO_000490,CUST_0504,2025-01-21 09:00:00,Social,SUMMER15,Fashion,West,1,3,4,1,332,0,187.72,0.0,0.0,0,0,0.0,119.24,0.0
DEMO_000491,CUST_0777,2025-01-21 10:00:00,PPC,SUMMER15,Sports,North,1,4,5,1,462,1,100.41,0.15,15.06,1,1,85.35,54.0,31.35
DEMO_000492,CUST_0722,2025-01-21 11:00:00,Email,WELCOME10,Home,North,1,2,7,1,370,0,80.52,0.2,16.1,1,0,0.0,44.48,0.0
DEMO_000493,CUST_0627,2025-01-21 12:00:00,Email,LOYALTY,Beauty,East,0,0,8,0,564,3,105.57,0.2,21.11,1,1,84.46,69.0,15.46
DEMO_000494,CUST_0502,2025-01-21 13:00:00,Direct,WELCOME10,Fashion,South,1,3,3,1,290,0,186.92,0.0,0.0,0,0,0.0,101.15,0.0
DEMO_000495,CUST_0241,2025-01-21 14:00:00,Social,RETARGET,Fashion,South,0,0,10,1,204,1,313.71,0.0,0.0,0,1,313.71,175.45,138.26
DEMO_000496,CUST_0343,2025-01-21 15:00:00,Organic,FLASH20,Electronics,South,0,2,4,0,293,2,64.35,0.05,3.22,1,0,0.0,33.33,0.0
DEMO_000497,CUST_0099,2025-01-21 16:00:00,Social,LOYALTY,Fashion,North,0,2,7,1,430,3,112.89,0.15,16.93,1,1,95.96,71.76,24.2
DEMO_000498,CUST_0311,2025-01-21 17:00:00,Organic,SUMMER15,Beauty,South,0,1,4,1,265,3,85.45,0.1,8.54,1,0,0.0,47.03,0.0
DEMO_000499,CUST_0771,2025-01-21 18:00:00,Organic,WELCOME10,Home,North,0,2,4,0,324,2,95.32,0.15,14.3,1,1,81.02,53.46,27.56
DEMO_000500,CUST_0354,2025-01-21 19:00:00,PPC,WELCOME10,Sports,East,1,2,3,1,194,0,241.79,0.0,0.0,0,0,0.0,136.19,0.0
DEMO_000501,CUST_0094,2025-01-21 20:00:00,Organic,LOYALTY,Beauty,East,1,4,8,1,369,0,79.34,0.0,0.0,0,0,0.0,48.05,0.0
DEMO_000502,CUST_0543,2025-01-21 21:00:00,Email,LOYALTY,Fashion,West,1,2,7,0,712,1,54.42,0.15,8.16,1,1,46.26,31.27,14.99
DEMO_000503,CUST_0801,2025-01-21 22:00:00,Direct,SUMMER15,Home,North,0,0,1,0,145,1,122.84,0.15,18.43,1,1,104.41,67.56,36.85
DEMO_000504,CUST_0722,2025-01-21 23:00:00,Social,SUMMER15,Beauty,South,0,0,1,0,223,2,133.06,0.2,26.61,1,0,0.0,79.92,0.0
DEMO_000505,CUST_0228,2025-01-22 00:00:00,PPC,RETARGET,Electronics,South,1,2,10,1,321,0,92.81,0.25,23.2,1,1,69.61,55.37,14.24
DEMO_000506,CUST_0378,2025-01-22 01:00:00,Organic,RETARGET,Electronics,East,1,1,5,1,228,0,82.55,0.0,0.0,0,0,0.0,50.64,0.0
DEMO_000507,CUST_0442,2025-01-22 02:00:00,Email,FLASH20,Beauty,East,1,1,4,1,201,1,120.56,0.1,12.06,1,0,0.0,67.27,0.0
DEMO_000508,CUST_0206,2025-01-22 03:00:00,Direct,SUMMER15,Sports,West,1,2,5,0,198,1,61.1,0.15,9.16,1,0,0.0,41.28,0.0
DEMO_000509,CUST_0223,2025-01-22 04:00:00,Direct,SUMMER15,Fashion,West,1,4,9,1,402,1,135.61,0.15,20.34,1,0,0.0,78.97,0.0
DEMO_000510,CUST_0197,2025-01-22 05:00:00,Direct,FLASH20,Home,West,1,3,4,0,65,0,95.92,0.0,0.0,0,1,95.92,60.77,35.15
DEMO_000511,CUST_0828,2025-01-22 06:00:00,PPC,FLASH20,Fashion,North,1,1,8,1,157,2,209.38,0.2,41.88,1,1,167.5,116.65,50.85
DEMO_000512,CUST_0621,2025-01-22 07:00:00,Email,WELCOME10,Sports,North,1,1,6,1,225,0,129.45,0.0,0.0,0,0,0.0,68.29,0.0
DEMO_000513,CUST_0700,2025-01-22 08:00:00,Email,WELCOME10,Sports,West,1,1,5,0,329,0,104.68,0.0,0.0,0,0,0.0,59.73,0.0
DEMO_000514,CUST_0680,2025-01-22 09:00:00,Email,FLASH20,Home,West,0,0,3,1,247,1,101.15,0.15,15.17,1,0,0.0,58.95,0.0
DEMO_000515,CUST_0798,2025-01-22 10:00:00,Email,LOYALTY,Electronics,South,0,0,5,0,128,0,46.99,0.25,11.75,1,1,35.24,24.48,10.76
DEMO_000516,CUST_0087,2025-01-22 11:00:00,Email,WELCOME10,Fashion,North,0,2,6,1,485,1,106.08,0.0,0.0,0,0,0.0,66.14,0.0
DEMO_000517,CUST_0734,2025-01-22 12:00:00,Direct,FLASH20,Sports,East,1,2,11,1,270,1,102.36,0.15,15.35,1,1,87.01,56.13,30.88
DEMO_000518,CUST_0055,2025-01-22 13:00:00,Email,WELCOME10,Fashion,East,1,2,4,1,199,3,114.79,0.15,17.22,1,0,0.0,69.1,0.0
DEMO_000519,CUST_0396,2025-01-22 14:00:00,Email,SUMMER15,Fashion,West,0,0,5,0,269,0,102.96,0.0,0.0,0,0,0.0,53.15,0.0
DEMO_000520,CUST_0495,2025-01-22 15:00:00,Social,LOYALTY,Beauty,East,1,1,6,1,311,0,213.31,0.2,42.66,1,0,0.0,119.75,0.0
DEMO_000521,CUST_0298,2025-01-22 16:00:00,Organic,SUMMER15,Sports,West,0,1,5,1,273,0,99.38,0.0,0.0,0,1,99.38,52.78,46.6
DEMO_000522,CUST_0121,2025-01-22 17:00:00,Social,SUMMER15,Home,West,0,0,4,0,123,1,76.73,0.25,19.18,1,1,57.55,41.92,15.63
DEMO_000523,CUST_0160,2025-01-22 18:00:00,Organic,RETARGET,Electronics,North,1,4,6,1,376,2,53.03,0.15,7.95,1,1,45.08,32.11,12.97
DEMO_000524,CUST_0686,2025-01-22 19:00:00,Direct,WELCOME10,Fashion,North,0,0,4,0,478,3,91.77,0.1,9.18,1,0,0.0,44.6,0.0
DEMO_000525,CUST_0265,2025-01-22 20:00:00,Organic,WELCOME10,Fashion,West,0,0,4,0,245,1,70.02,0.0,0.0,0,1,70.02,35.46,34.56
DEMO_000526,CUST_0258,2025-01-22 21:00:00,Organic,RETARGET,Beauty,North,0,0,4,0,72,1,62.55,0.0,0.0,0,0,0.0,33.32,0.0
DEMO_000527,CUST_0769,2025-01-22 22:00:00,Social,FLASH20,Sports,North,0,0,7,0,612,2,97.49,0.1,9.75,1,0,0.0,49.99,0.0
DEMO_000528,CUST_0119,2025-01-22 23:00:00,PPC,WELCOME10,Sports,West,1,2,7,0,268,0,187.21,0.05,9.36,1,0,0.0,91.76,0.0
DEMO_000529,CUST_0762,2025-01-23 00:00:00,PPC,FLASH20,Sports,North,1,2,6,0,99,1,170.85,0.15,25.63,1,0,0.0,108.99,0.0
DEMO_000530,CUST_0767,2025-01-23 01:00:00,Organic,FLASH20,Electronics,North,1,1,6,1,366,0,63.0,0.0,0.0,0,0,0.0,30.7,0.0
DEMO_000531,CUST_0498,2025-01-23 02:00:00,Email,SUMMER15,Electronics,North,1,4,7,1,422,1,114.04,0.0,0.0,0,1,114.04,68.15,45.89
DEMO_000532,CUST_0137,2025-01-23 03:00:00,Social,FLASH20,Beauty,South,0,0,5,0,202,2,135.7,0.15,20.35,1,1,115.35,75.15,40.2
DEMO_000533,CUST_0129,2025-01-23 04:00:00,PPC,LOYALTY,Home,East,1,3,8,1,106,0,145.93,0.15,21.89,1,1,124.04,71.15,52.89
DEMO_000534,CUST_0237,2025-01-23 05:00:00,Email,SUMMER15,Electronics,East,0,0,3,0,230,2,230.82,0.2,46.16,1,0,0.0,119.61,0.0
DEMO_000535,CUST_0480,2025-01-23 06:00:00,PPC,RETARGET,Sports,West,0,1,5,1,147,2,66.26,0.0,0.0,0,1,66.26,31.48,34.78
DEMO_000536,CUST_0127,2025-01-23 07:00:00,Direct,FLASH20,Sports,East,1,4,9,1,323,1,75.29,0.1,7.53,1,0,0.0,35.54,0.0
DEMO_000537,CUST_0379,2025-01-23 08:00:00,PPC,RETARGET,Beauty,West,0,2,4,0,127,0,83.25,0.0,0.0,0,0,0.0,44.33,0.0
DEMO_000538,CUST_0096,2025-01-23 09:00:00,Social,WELCOME10,Sports,North,0,1,4,0,255,2,132.27,0.0,0.0,0,0,0.0,82.49,0.0
DEMO_000539,CUST_0450,2025-01-23 10:00:00,Direct,SUMMER15,Beauty,South,0,0,5,1,203,0,32.96,0.15,4.94,1,0,0.0,17.85,0.0
DEMO_000540,CUST_0017,2025-01-23 11:00:00,Email,LOYALTY,Fashion,South,1,2,12,1,286,0,101.2,0.1,10.12,1,1,91.08,58.78,32.3
DEMO_000541,CUST_0590,2025-01-23 12:00:00,Social,RETARGET,Fashion,North,0,1,3,0,321,1,50.3,0.2,10.06,1,0,0.0,24.12,0.0
DEMO_000542,CUST_0046,2025-01-23 13:00:00,PPC,SUMMER15,Sports,West,0,1,7,0,327,4,112.05,0.2,22.41,1,0,0.0,73.14,0.0
DEMO_000543,CUST_0162,2025-01-23 14:00:00,Email,RETARGET,Home,North,1,7,4,0,116,0,284.73,0.1,28.47,1,0,0.0,149.77,0.0
DEMO_000544,CUST_0145,2025-01-23 15:00:00,Social,WELCOME10,Sports,South,0,0,8,0,164,0,168.25,0.0,0.0,0,0,0.0,83.04,0.0
DEMO_000545,CUST_0692,2025-01-23 16:00:00,Direct,FLASH20,Fashion,South,1,6,2,0,169,1,64.6,0.15,9.69,1,0,0.0,34.32,0.0
DEMO_000546,CUST_0044,2025-01-23 17:00:00,PPC,SUMMER15,Sports,North,0,0,5,0,227,0,92.91,0.25,23.23,1,0,0.0,62.53,0.0
DEMO_000547,CUST_0357,2025-01-23 18:00:00,Organic,FLASH20,Sports,West,1,1,8,1,437,3,75.16,0.0,0.0,0,0,0.0,44.71,0.0
DEMO_000548,CUST_0492,2025-01-23 19:00:00,PPC,RETARGET,Sports,North,1,5,3,0,182,1,200.85,0.1,20.08,1,0,0.0,95.97,0.0
DEMO_000549,CUST_0429,2025-01-23 20:00:00,Organic,LOYALTY,Fashion,North,1,2,5,0,257,0,41.65,0.2,8.33,1,1,33.32,20.29,13.03
DEMO_000550,CUST_0567,2025-01-23 21:00:00,Organic,LOYALTY,Electronics,South,1,3,7,0,176,0,92.05,0.0,0.0,0,1,92.05,57.57,34.48
DEMO_000551,CUST_0668,2025-01-23 22:00:00,Organic,SUMMER15,Sports,North,0,1,3,0,127,2,81.99,0.15,12.3,1,0,0.0,52.84,0.0
DEMO_000552,CUST_0327,2025-01-23 23:00:00,Organic,RETARGET,Home,West,1,0,10,1,119,0,66.16,0.05,3.31,1,1,62.85,31.03,31.82
DEMO_000553,CUST_0689,2025-01-24 00:00:00,Email,FLASH20,Sports,North,1,5,11,1,197,1,236.59,0.0,0.0,0,0,0.0,122.45,0.0
DEMO_000554,CUST_0264,2025-01-24 01:00:00,Social,LOYALTY,Fashion,South,1,3,3,1,137,2,55.44,0.0,0.0,0,0,0.0,25.55,0.0
DEMO_000555,CUST_0820,2025-01-24 02:00:00,Social,LOYALTY,Sports,South,1,2,6,1,141,2,65.53,0.0,0.0,0,0,0.0,31.36,0.0
DEMO_000556,CUST_0420,2025-01-24 03:00:00,Social,LOYALTY,Home,North,1,2,2,0,239,1,229.98,0.2,46.0,1,0,0.0,110.78,0.0
DEMO_000557,CUST_0613,2025-01-24 04:00:00,Email,LOYALTY,Home,North,1,4,4,1,305,0,107.25,0.0,0.0,0,0,0.0,59.05,0.0
DEMO_000558,CUST_0728,2025-01-24 05:00:00,PPC,FLASH20,Beauty,East,0,1,3,1,385,1,103.65,0.15,15.55,1,0,0.0,46.94,0.0
DEMO_000559,CUST_0660,2025-01-24 06:00:00,PPC,LOYALTY,Fashion,North,1,4,4,0,49,0,84.66,0.0,0.0,0,0,0.0,51.99,0.0
DEMO_000560,CUST_0708,2025-01-24 07:00:00,Email,RETARGET,Home,North,1,3,8,1,353,3,112.06,0.15,16.81,1,0,0.0,60.82,0.0
DEMO_000561,CUST_0446,2025-01-24 08:00:00,Email,SUMMER15,Home,South,1,5,6,0,24,0,92.47,0.0,0.0,0,0,0.0,50.15,0.0
DEMO_000562,CUST_0036,2025-01-24 09:00:00,PPC,FLASH20,Sports,South,0,1,5,0,128,0,80.59,0.05,4.03,1,0,0.0,54.1,0.0
DEMO_000563,CUST_0410,2025-01-24 10:00:00,Social,WELCOME10,Electronics,South,1,2,14,1,227,0,59.7,0.0,0.0,0,1,59.7,31.41,28.29
DEMO_000564,CUST_0151,2025-01-24 11:00:00,Email,SUMMER15,Electronics,West,1,3,9,0,127,1,114.22,0.05,5.71,1,0,0.0,52.48,0.0
DEMO_000565,CUST_0740,2025-01-24 12:00:00,Social,LOYALTY,Sports,South,1,2,8,1,243,0,85.74,0.0,0.0,0,1,85.74,46.57,39.17
DEMO_000566,CUST_0197,2025-01-24 13:00:00,Organic,LOYALTY,Sports,East,0,1,5,0,219,0,90.82,0.2,18.16,1,0,0.0,50.62,0.0
DEMO_000567,CUST_0189,2025-01-24 14:00:00,Social,SUMMER15,Beauty,West,0,0,7,0,20,2,150.93,0.0,0.0,0,0,0.0,84.25,0.0
DEMO_000568,CUST_0207,2025-01-24 15:00:00,Organic,FLASH20,Electronics,North,0,1,6,0,260,1,89.34,0.0,0.0,0,0,0.0,49.73,0.0
DEMO_000569,CUST_0535,2025-01-24 16:00:00,Organic,RETARGET,Sports,East,0,1,5,0,141,3,106.76,0.2,21.35,1,1,85.41,56.25,29.16
DEMO_000570,CUST_0475,2025-01-24 17:00:00,Organic,WELCOME10,Beauty,South,1,3,6,1,347,3,238.21,0.15,35.73,1,0,0.0,137.12,0.0
DEMO_000571,CUST_0790,2025-01-24 18:00:00,Direct,WELCOME10,Home,East,0,1,4,0,303,3,133.3,0.15,20.0,1,1,113.3,86.68,26.62
DEMO_000572,CUST_0346,2025-01-24 19:00:00,Organic,SUMMER15,Beauty,North,0,1,3,0,207,2,87.98,0.0,0.0,0,1,87.98,46.84,41.14
DEMO_000573,CUST_0235,2025-01-24 20:00:00,Organic,LOYALTY,Beauty,South,0,0,1,0,326,3,68.46,0.0,0.0,0,0,0.0,39.23,0.0
DEMO_000574,CUST_0041,2025-01-24 21:00:00,Organic,SUMMER15,Home,North,0,0,6,0,109,3,105.67,0.15,15.85,1,0,0.0,68.15,0.0
DEMO_000575,CUST_0005,2025-01-24 22:00:00,Social,RETARGET,Home,West,1,1,11,1,179,0,159.89,0.0,0.0,0,1,159.89,86.61,73.28
DEMO_000576,CUST_0311,2025-01-24 23:00:00,Email,RETARGET,Fashion,East,0,1,2,1,97,2,86.01,0.25,21.5,1,1,64.51,41.4,23.11
DEMO_000577,CUST_0771,2025-01-25 00:00:00,Organic,FLASH20,Sports,North,0,3,1,0,266,0,110.0,0.0,0.0,0,1,110.0,60.44,49.56
DEMO_000578,CUST_0436,2025-01-25 01:00:00,Organic,SUMMER15,Electronics,East,0,1,8,1,245,0,85.03,0.15,12.75,1,0,0.0,48.13,0.0
DEMO_000579,CUST_0744,2025-01-25 02:00:00,Direct,WELCOME10,Fashion,West,1,4,8,1,225,1,93.37,0.0,0.0,0,0,0.0,60.67,0.0
DEMO_000580,CUST_0084,2025-01-25 03:00:00,Organic,RETARGET,Home,East,1,3,7,0,169,0,63.13,0.0,0.0,0,1,63.13,40.79,22.34
DEMO_000581,CUST_0077,2025-01-25 04:00:00,Organic,RETARGET,Home,South,0,1,6,0,154,2,123.31,0.2,24.66,1,0,0.0,77.28,0.0
DEMO_000582,CUST_0694,2025-01-25 05:00:00,Direct,FLASH20,Electronics,West,1,7,8,1,141,0,116.47,0.0,0.0,0,0,0.0,62.66,0.0
DEMO_000583,CUST_0088,2025-01-25 06:00:00,PPC,FLASH20,Home,North,0,0,3,0,79,2,211.94,0.1,21.19,1,0,0.0,108.87,0.0
DEMO_000584,CUST_0043,2025-01-25 07:00:00,Email,LOYALTY,Fashion,North,1,1,11,1,530,0,114.38,0.0,0.0,0,1,114.38,63.08,51.3
DEMO_000585,CUST_0336,2025-01-25 08:00:00,Email,LOYALTY,Fashion,North,0,0,7,0,251,1,79.03,0.0,0.0,0,0,0.0,41.37,0.0
DEMO_000586,CUST_0770,2025-01-25 09:00:00,Email,WELCOME10,Sports,West,1,7,6,1,222,0,209.37,0.0,0.0,0,0,0.0,141.4,0.0
DEMO_000587,CUST_0574,2025-01-25 10:00:00,Email,LOYALTY,Electronics,East,1,2,6,0,159,0,128.31,0.15,19.25,1,0,0.0,60.23,0.0
DEMO_000588,CUST_0082,2025-01-25 11:00:00,PPC,RETARGET,Home,East,0,0,4,1,285,1,118.58,0.15,17.79,1,0,0.0,67.16,0.0
DEMO_000589,CUST_0697,2025-01-25 12:00:00,Social,LOYALTY,Sports,East,0,0,8,0,364,4,108.2,0.15,16.23,1,0,0.0,58.25,0.0
DEMO_000590,CUST_0702,2025-01-25 13:00:00,Social,FLASH20,Home,South,0,1,7,0,209,0,116.54,0.1,11.65,1,0,0.0,73.15,0.0
DEMO_000591,CUST_0666,2025-01-25 14:00:00,Email,FLASH20,Sports,North,0,1,8,0,582,2,73.75,0.15,11.06,1,0,0.0,43.3,0.0
DEMO_000592,CUST_0751,2025-01-25 15:00:00,Organic,SUMMER15,Fashion,West,0,1,2,0,272,2,104.71,0.0,0.0,0,0,0.0,48.57,0.0
DEMO_000593,CUST_0199,2025-01-25 16:00:00,Email,LOYALTY,Electronics,West,0,2,3,0,141,2,98.42,0.15,14.76,1,0,0.0,59.53,0.0
DEMO_000594,CUST_0815,2025-01-25 17:00:00,Direct,SUMMER15,Sports,North,1,3,11,1,127,0,127.54,0.0,0.0,0,1,127.54,71.84,55.7
DEMO_000595,CUST_0267,2025-01-25 18:00:00,Email,SUMMER15,Home,North,0,0,9,1,403,1,179.53,0.05,8.98,1,1,170.55,106.23,64.32
DEMO_000596,CUST_0668,2025-01-25 19:00:00,Organic,SUMMER15,Electronics,East,1,4,4,0,100,1,167.78,0.25,41.94,1,1,125.84,79.03,46.81
DEMO_000597,CUST_0482,2025-01-25 20:00:00,PPC,SUMMER15,Electronics,North,0,0,9,1,348,2,136.73,0.15,20.51,1,0,0.0,77.56,0.0
DEMO_000598,CUST_0649,2025-01-25 21:00:00,Organic,SUMMER15,Electronics,East,0,0,4,0,238,2,50.02,0.0,0.0,0,0,0.0,28.59,0.0
DEMO_000599,CUST_0522,2025-01-25 22:00:00,PPC,WELCOME10,Sports,West,0,0,4,0,66,1,89.33,0.1,8.93,1,0,0.0,43.2,0.0
DEMO_000600,CUST_0535,2025-01-25 23:00:00,Social,LOYALTY,Beauty,South,1,4,7,1,281,1,47.85,0.05,2.39,1,0,0.0,28.3,0.0
DEMO_000601,CUST_0513,2025-01-26 00:00:00,Email,FLASH20,Home,South,0,3,12,1,308,1,176.78,0.0,0.0,0,1,176.78,116.51,60.27
DEMO_000602,CUST_0648,2025-01-26 01:00:00,Direct,RETARGET,Fashion,West,0,2,6,0,155,0,102.9,0.15,15.44,1,1,87.46,46.91,40.55
DEMO_000603,CUST_0615,2025-01-26 02:00:00,Organic,WELCOME10,Beauty,South,1,6,10,1,199,2,101.67,0.2,20.33,1,1,81.34,51.66,29.68
DEMO_000604,CUST_0112,2025-01-26 03:00:00,Social,LOYALTY,Home,North,1,4,13,0,161,0,79.79,0.15,11.97,1,1,67.82,41.94,25.88
DEMO_000605,CUST_0688,2025-01-26 04:00:00,Direct,WELCOME10,Home,North,1,6,7,1,398,0,191.87,0.15,28.78,1,0,0.0,110.36,0.0
DEMO_000606,CUST_0446,2025-01-26 05:00:00,Direct,FLASH20,Home,West,0,0,2,0,144,1,113.72,0.0,0.0,0,0,0.0,70.53,0.0
DEMO_000607,CUST_0269,2025-01-26 06:00:00,Email,FLASH20,Fashion,West,0,1,7,0,51,1,103.19,0.0,0.0,0,1,103.19,62.12,41.07
DEMO_000608,CUST_0428,2025-01-26 07:00:00,PPC,FLASH20,Electronics,North,1,2,9,1,246,1,114.94,0.1,11.49,1,0,0.0,63.93,0.0
DEMO_000609,CUST_0805,2025-01-26 08:00:00,PPC,LOYALTY,Beauty,West,1,7,6,0,46,1,118.98,0.0,0.0,0,0,0.0,79.81,0.0
DEMO_000610,CUST_0714,2025-01-26 09:00:00,PPC,RETARGET,Beauty,North,1,6,1,0,227,1,102.25,0.1,10.23,1,0,0.0,54.05,0.0
DEMO_000611,CUST_0694,2025-01-26 10:00:00,Organic,SUMMER15,Electronics,North,0,1,6,0,95,5,191.76,0.15,28.76,1,1,163.0,120.87,42.13
DEMO_000612,CUST_0385,2025-01-26 11:00:00,Direct,RETARGET,Home,South,0,1,5,0,167,1,190.87,0.15,28.63,1,1,162.24,122.16,40.08
DEMO_000613,CUST_0653,2025-01-26 12:00:00,Direct,WELCOME10,Beauty,South,1,3,11,1,146,1,113.33,0.1,11.33,1,1,102.0,53.63,48.37
DEMO_000614,CUST_0320,2025-01-26 13:00:00,Organic,SUMMER15,Sports,West,1,2,4,0,418,1,76.56,0.1,7.66,1,0,0.0,35.22,0.0
DEMO_000615,CUST_0571,2025-01-26 14:00:00,Organic,SUMMER15,Fashion,East,0,1,4,0,237,3,125.87,0.05,6.29,1,0,0.0,85.2,0.0
DEMO_000616,CUST_0532,2025-01-26 15:00:00,Direct,RETARGET,Electronics,North,1,1,15,1,142,1,83.12,0.0,0.0,0,1,83.12,44.26,38.86
DEMO_000617,CUST_0208,2025-01-26 16:00:00,Direct,WELCOME10,Sports,East,1,4,11,1,259,2,206.5,0.1,20.65,1,1,185.85,124.67,61.18
DEMO_000618,CUST_0221,2025-01-26 17:00:00,Email,SUMMER15,Beauty,West,0,0,3,0,81,0,220.3,0.05,11.02,1,0,0.0,100.62,0.0
DEMO_000619,CUST_0050,2025-01-26 18:00:00,Organic,FLASH20,Sports,East,0,0,9,1,215,3,150.27,0.0,0.0,0,0,0.0,94.02,0.0
DEMO_000620,CUST_0116,2025-01-26 19:00:00,Social,RETARGET,Electronics,North,1,4,10,1,413,1,64.46,0.0,0.0,0,1,64.46,34.23,30.23
DEMO_000621,CUST_0361,2025-01-26 20:00:00,PPC,FLASH20,Electronics,North,0,0,4,1,289,5,88.12,0.1,8.81,1,0,0.0,51.44,0.0
DEMO_000622,CUST_0398,2025-01-26 21:00:00,PPC,RETARGET,Fashion,South,1,5,9,1,150,1,99.31,0.15,14.9,1,1,84.41,45.79,38.62
DEMO_000623,CUST_0137,2025-01-26 22:00:00,Direct,LOYALTY,Sports,South,1,6,14,1,121,0,74.46,0.15,11.17,1,1,63.29,35.35,27.94
DEMO_000624,CUST_0347,2025-01-26 23:00:00,Direct,LOYALTY,Electronics,South,0,1,3,0,259,1,94.84,0.05,4.74,1,0,0.0,60.63,0.0
DEMO_000625,CUST_0503,2025-01-27 00:00:00,Direct,LOYALTY,Sports,North,1,6,5,1,512,3,120.7,0.0,0.0,0,0,0.0,69.7,0.0
DEMO_000626,CUST_0193,2025-01-27 01:00:00,Social,WELCOME10,Electronics,North,0,0,3,0,171,2,137.81,0.15,20.67,1,0,0.0,86.64,0.0
DEMO_000627,CUST_0281,2025-01-27 02:00:00,PPC,FLASH20,Electronics,East,0,0,6,1,403,1,194.08,0.05,9.7,1,0,0.0,94.54,0.0
DEMO_000628,CUST_0306,2025-01-27 03:00:00,PPC,FLASH20,Home,West,1,3,7,1,292,0,107.67,0.0,0.0,0,1,107.67,56.57,51.1
DEMO_000629,CUST_0420,2025-01-27 04:00:00,Organic,SUMMER15,Home,East,1,1,5,0,257,0,95.0,0.2,19.0,1,0,0.0,61.35,0.0
DEMO_000630,CUST_0305,2025-01-27 05:00:00,Organic,WELCOME10,Electronics,South,0,0,3,1,129,0,60.9,0.0,0.0,0,0,0.0,35.61,0.0
DEMO_000631,CUST_0613,2025-01-27 06:00:00,Organic,WELCOME10,Beauty,West,1,5,3,1,215,1,127.14,0.0,0.0,0,1,127.14,76.78,50.36
DEMO_000632,CUST_0272,2025-01-27 07:00:00,Organic,LOYALTY,Electronics,East,1,0,4,1,222,1,88.7,0.05,4.44,1,0,0.0,44.13,0.0
DEMO_000633,CUST_0361,2025-01-27 08:00:00,PPC,LOYALTY,Fashion,East,1,2,3,0,34,1,99.02,0.15,14.85,1,1,84.17,57.22,26.95
DEMO_000634,CUST_0316,2025-01-27 09:00:00,Social,SUMMER15,Beauty,East,1,1,7,1,171,1,84.33,0.1,8.43,1,1,75.9,52.19,23.71
DEMO_000635,CUST_0152,2025-01-27 10:00:00,PPC,LOYALTY,Beauty,West,0,2,11,1,180,4,85.41,0.0,0.0,0,1,85.41,41.83,43.58
DEMO_000636,CUST_0571,2025-01-27 11:00:00,PPC,LOYALTY,Sports,East,0,3,6,1,149,1,150.27,0.1,15.03,1,0,0.0,77.97,0.0
DEMO_000637,CUST_0196,2025-01-27 12:00:00,Email,RETARGET,Beauty,East,1,3,5,0,161,0,106.05,0.05,5.3,1,0,0.0,47.94,0.0
DEMO_000638,CUST_0247,2025-01-27 13:00:00,Email,RETARGET,Fashion,East,0,0,6,0,289,0,219.74,0.2,43.95,1,1,175.79,147.55,28.24
DEMO_000639,CUST_0660,2025-01-27 14:00:00,Direct,RETARGET,Home,West,1,7,8,1,344,3,65.79,0.1,6.58,1,0,0.0,43.16,0.0
DEMO_000640,CUST_0790,2025-01-27 15:00:00,PPC,WELCOME10,Electronics,West,0,0,3,1,440,1,191.01,0.0,0.0,0,0,0.0,90.0,0.0
DEMO_000641,CUST_0558,2025-01-27 16:00:00,Email,LOYALTY,Fashion,South,0,2,4,0,319,2,87.16,0.2,17.43,1,0,0.0,55.91,0.0
DEMO_000642,CUST_0763,2025-01-27 17:00:00,Social,SUMMER15,Beauty,East,0,1,8,1,268,2,106.14,0.0,0.0,0,0,0.0,61.09,0.0
DEMO_000643,CUST_0711,2025-01-27 18:00:00,Organic,FLASH20,Home,North,0,2,4,0,397,0,135.93,0.0,0.0,0,0,0.0,91.32,0.0
