customer_id,base_value,final_value,discount_amount,discount_percentage,discount_exposure,conversion,profit_margin,dwell_time_seconds,price_comparison_tabs,product_views,cart_added,ground_truth_persona
CUST_50818,4264.5,0.0,0.0,0.0,0,0,0.0,453,3,12,1,persuadable
CUST_55525,5426.47,0.0,0.0,0.0,1,0,0.0,48,0,1,0,lost_cause
CUST_29830,1854.51,0.0,0.0,0.0,0,0,0.0,42,0,2,0,lost_cause
CUST_27429,6974.37,5928.21,1046.16,0.15,1,1,3138.46,64,0,2,1,sure_thing
CUST_16893,5713.09,0.0,0.0,0.0,0,0,0.0,43,0,1,0,lost_cause
CUST_89909,4126.13,4126.13,0.0,0.0,0,1,2475.68,38,0,2,1,sure_thing
CUST_57333,1605.1,0.0,0.0,0.0,0,0,0.0,35,2,1,0,lost_cause
CUST_13436,5345.85,0.0,0.0,0.0,0,0,0.0,52,1,1,0,lost_cause
CUST_84290,1582.28,1424.05,158.23,0.1,1,1,791.14,324,6,13,1,persuadable
CUST_86213,1507.82,0.0,0.0,0.0,0,0,0.0,45,2,1,0,lost_cause
CUST_15895,5504.64,4403.71,1100.93,0.2,1,1,2201.85,506,5,5,1,persuadable
CUST_29738,2728.61,0.0,0.0,0.0,0,0,0.0,552,6,6,0,persuadable
CUST_40746,2747.27,0.0,0.0,0.0,0,0,0.0,36,0,1,0,lost_cause
CUST_59377,5746.27,0.0,0.0,0.0,0,0,0.0,367,7,11,0,persuadable
CUST_58404,1849.03,1479.22,369.81,0.2,1,1,739.61,563,7,10,0,persuadable
CUST_64045,3537.14,0.0,0.0,0.0,0,0,0.0,521,7,10,0,persuadable
CUST_49790,2471.31,0.0,0.0,0.0,1,0,0.0,53,0,2,0,lost_cause
CUST_15600,5271.15,4216.92,1054.23,0.2,1,1,2108.46,582,6,7,0,persuadable
CUST_50764,5801.47,5801.47,0.0,0.0,0,1,3480.88,42,0,1,1,sure_thing
CUST_84543,6187.38,0.0,0.0,0.0,1,0,0.0,42,1,2,0,lost_cause
CUST_55714,3159.0,0.0,0.0,0.0,0,0,0.0,30,0,2,0,lost_cause
CUST_66835,2080.12,1872.11,208.01,0.1,1,1,1040.06,48,1,2,1,sure_thing
CUST_83744,2011.44,1709.72,301.72,0.15,1,1,905.14,42,0,1,1,sure_thing
CUST_66491,4269.99,4269.99,0.0,0.0,0,1,2561.99,54,0,3,1,sure_thing
CUST_28589,7647.99,0.0,0.0,0.0,0,0,0.0,337,4,7,0,persuadable
CUST_53484,2915.24,2186.43,728.81,0.25,1,1,1020.33,440,4,12,1,persuadable
CUST_92989,3168.82,0.0,0.0,0.0,0,0,0.0,55,1,1,0,lost_cause
CUST_46212,2155.78,0.0,0.0,0.0,0,0,0.0,46,2,2,0,lost_cause
CUST_53525,5436.21,0.0,0.0,0.0,0,0,0.0,28,1,2,0,lost_cause
CUST_57202,5919.17,4735.34,1183.83,0.2,1,1,2367.67,500,5,5,0,persuadable
CUST_42635,5679.05,0.0,0.0,0.0,0,0,0.0,28,0,1,0,lost_cause
CUST_73208,7097.35,0.0,0.0,0.0,0,0,0.0,505,7,6,0,persuadable
CUST_43828,4661.77,4661.77,0.0,0.0,0,1,2797.06,209,3,2,1,sleeping_dog
CUST_28711,2373.97,0.0,0.0,0.0,1,0,0.0,36,0,1,0,lost_cause
CUST_13420,3381.13,3381.13,0.0,0.0,0,1,2028.68,93,1,2,1,sure_thing
CUST_10301,5805.79,0.0,0.0,0.0,0,0,0.0,41,0,1,0,lost_cause
CUST_55236,5485.29,0.0,0.0,0.0,0,0,0.0,592,3,5,0,persuadable
CUST_76235,4951.52,0.0,0.0,0.0,1,0,0.0,24,1,1,0,lost_cause
CUST_64240,5939.27,5939.27,0.0,0.0,0,1,3563.56,115,0,2,1,sure_thing
CUST_75726,5643.04,5643.04,0.0,0.0,0,1,3385.82,26,1,1,1,sure_thing
CUST_20492,7228.61,0.0,0.0,0.0,1,0,0.0,42,1,2,0,lost_cause
CUST_16102,5309.11,4778.2,530.91,0.1,1,1,2654.56,12,0,3,1,sure_thing
CUST_60336,6560.91,0.0,0.0,0.0,0,0,0.0,22,1,2,0,lost_cause
CUST_95314,3116.6,2649.11,467.49,0.15,1,1,1402.47,347,3,8,0,persuadable
CUST_36641,5908.19,0.0,0.0,0.0,0,0,0.0,37,2,1,0,lost_cause
CUST_44584,7364.26,0.0,0.0,0.0,0,0,0.0,8,1,2,0,lost_cause
CUST_42745,4007.26,0.0,0.0,0.0,0,0,0.0,593,5,8,1,persuadable
CUST_33093,6564.18,5579.55,984.63,0.15,1,1,2953.88,408,7,14,0,persuadable
CUST_76105,6211.13,4658.35,1552.78,0.25,1,1,2173.9,41,0,2,1,sure_thing
CUST_61885,1886.92,1886.92,0.0,0.0,0,1,1132.15,69,1,2,1,sure_thing
CUST_46631,5279.8,4223.84,1055.96,0.2,1,1,2111.92,138,6,7,0,persuadable
CUST_82991,2346.23,0.0,0.0,0.0,0,0,0.0,37,1,2,0,lost_cause
CUST_14014,7787.57,0.0,0.0,0.0,1,0,0.0,8,2,2,0,lost_cause
CUST_21093,6774.15,0.0,0.0,0.0,1,0,0.0,47,2,2,0,lost_cause
CUST_28070,2213.2,0.0,0.0,0.0,1,0,0.0,37,2,1,0,lost_cause
CUST_45777,2291.39,0.0,0.0,0.0,0,0,0.0,26,0,1,0,lost_cause
CUST_66958,5364.08,0.0,0.0,0.0,0,0,0.0,13,2,1,0,lost_cause
CUST_92074,3741.78,3367.6,374.18,0.1,1,1,1870.89,547,3,11,1,persuadable
CUST_20729,1726.89,0.0,0.0,0.0,1,0,0.0,37,0,2,0,lost_cause
CUST_55017,5020.67,0.0,0.0,0.0,1,0,0.0,10,0,1,0,lost_cause
CUST_76320,4020.99,0.0,0.0,0.0,0,0,0.0,9,2,2,0,lost_cause
CUST_37751,2157.0,1833.45,323.55,0.15,1,1,970.65,27,0,2,1,sure_thing
CUST_88069,6712.48,0.0,0.0,0.0,0,0,0.0,440,5,9,1,persuadable
CUST_64748,7448.0,0.0,0.0,0.0,0,0,0.0,506,4,12,0,persuadable
CUST_15801,6417.86,0.0,0.0,0.0,0,0,0.0,59,2,2,0,lost_cause
CUST_29190,6845.75,6161.17,684.58,0.1,1,1,3422.87,297,7,4,0,persuadable
CUST_59689,2907.19,0.0,0.0,0.0,0,0,0.0,500,3,10,1,persuadable
CUST_60993,3213.22,0.0,0.0,0.0,1,0,0.0,139,3,3,1,sleeping_dog
CUST_39592,2855.43,2427.12,428.31,0.15,1,1,1284.95,50,0,2,1,sure_thing
CUST_20647,6472.91,0.0,0.0,0.0,0,0,0.0,354,7,12,0,persuadable
CUST_18716,7661.46,7661.46,0.0,0.0,0,1,4596.88,31,0,1,1,sure_thing
CUST_98891,6159.44,0.0,0.0,0.0,1,0,0.0,20,0,1,0,lost_cause
CUST_97545,7229.53,0.0,0.0,0.0,1,0,0.0,31,0,1,0,lost_cause
CUST_99912,5651.54,0.0,0.0,0.0,0,0,0.0,447,7,12,0,persuadable
CUST_80316,4019.79,0.0,0.0,0.0,1,0,0.0,37,0,2,0,lost_cause
CUST_12368,4267.45,0.0,0.0,0.0,0,0,0.0,169,6,12,0,persuadable
CUST_87575,1989.59,0.0,0.0,0.0,0,0,0.0,54,0,1,0,lost_cause
CUST_16655,1704.47,0.0,0.0,0.0,1,0,0.0,31,0,1,0,lost_cause
CUST_80031,6020.59,0.0,0.0,0.0,1,0,0.0,38,1,1,0,lost_cause
CUST_86429,4349.79,3479.83,869.96,0.2,1,1,1739.91,78,1,3,1,sure_thing
CUST_97922,5089.4,5089.4,0.0,0.0,0,1,3053.64,82,3,3,1,sleeping_dog
CUST_65766,5124.8,0.0,0.0,0.0,0,0,0.0,54,0,1,0,lost_cause
CUST_23403,3302.94,2642.35,660.59,0.2,1,1,1321.17,526,5,9,0,persuadable
CUST_42097,4593.3,0.0,0.0,0.0,0,0,0.0,17,0,2,0,lost_cause
CUST_88657,4559.94,0.0,0.0,0.0,0,0,0.0,302,7,9,0,persuadable
CUST_20966,4024.78,0.0,0.0,0.0,1,0,0.0,27,1,2,0,lost_cause
CUST_62921,6834.39,6834.39,0.0,0.0,0,1,4100.63,58,0,2,1,sure_thing
CUST_59726,4432.57,0.0,0.0,0.0,1,0,0.0,36,1,1,0,lost_cause
CUST_60300,5423.69,4067.77,1355.92,0.25,1,1,1898.29,242,5,11,0,persuadable
CUST_32677,7320.88,6222.75,1098.13,0.15,1,1,3294.4,90,1,1,1,sure_thing
CUST_65609,7130.52,6417.47,713.05,0.1,1,1,3565.26,86,0,1,1,sure_thing
CUST_66661,7287.74,6194.58,1093.16,0.15,1,1,3279.48,50,0,2,1,sure_thing
CUST_41024,3255.03,2929.53,325.5,0.1,1,1,1627.52,126,7,8,0,persuadable
CUST_80313,1727.39,0.0,0.0,0.0,0,0,0.0,192,3,6,0,persuadable
CUST_63006,3196.93,0.0,0.0,0.0,0,0,0.0,6,1,2,0,lost_cause
CUST_25338,3311.6,0.0,0.0,0.0,0,0,0.0,412,7,11,0,persuadable
CUST_78027,7410.84,5558.13,1852.71,0.25,1,1,2593.79,495,6,13,0,persuadable
CUST_90135,5720.08,0.0,0.0,0.0,1,0,0.0,37,0,1,0,lost_cause
CUST_29508,2031.08,1726.42,304.66,0.15,1,1,913.99,86,0,3,1,sure_thing
CUST_13051,2379.96,0.0,0.0,0.0,0,0,0.0,44,2,1,0,lost_cause
CUST_58747,2511.89,0.0,0.0,0.0,0,0,0.0,11,2,1,0,lost_cause
CUST_97142,5597.74,0.0,0.0,0.0,1,0,0.0,44,2,1,0,lost_cause
CUST_97235,6280.19,0.0,0.0,0.0,1,0,0.0,34,2,2,0,lost_cause
CUST_64021,7087.69,0.0,0.0,0.0,0,0,0.0,15,2,1,0,lost_cause
CUST_76412,7614.14,6091.31,1522.83,0.2,1,1,3045.65,69,1,1,1,sure_thing
CUST_68335,2811.08,2529.97,281.11,0.1,1,1,1405.54,38,1,1,1,sure_thing
CUST_66179,3513.52,3513.52,0.0,0.0,0,1,2108.11,104,0,3,1,sure_thing
CUST_42093,3062.1,0.0,0.0,0.0,0,0,0.0,40,2,1,0,lost_cause
CUST_79678,3831.95,3065.56,766.39,0.2,1,1,1532.78,106,0,3,1,sure_thing
CUST_90738,7445.32,0.0,0.0,0.0,1,0,0.0,55,0,2,0,lost_cause
CUST_49734,5238.23,5238.23,0.0,0.0,0,1,3142.94,223,1,5,1,sleeping_dog
CUST_82615,6298.25,0.0,0.0,0.0,1,0,0.0,17,0,1,0,lost_cause
CUST_83523,4685.78,3514.34,1171.44,0.25,1,1,1640.03,197,5,10,0,persuadable
CUST_27019,1687.58,1265.68,421.9,0.25,1,1,590.65,77,0,3,1,sure_thing
CUST_93613,1917.27,0.0,0.0,0.0,1,0,0.0,51,1,2,0,lost_cause
CUST_96672,4996.5,0.0,0.0,0.0,1,0,0.0,34,2,1,0,lost_cause
CUST_83847,6172.13,6172.13,0.0,0.0,0,1,3703.28,104,0,1,1,sure_thing
CUST_92750,2899.65,2609.68,289.97,0.1,1,1,1449.82,86,1,3,1,sure_thing
CUST_89634,6192.41,0.0,0.0,0.0,1,0,0.0,50,1,2,0,lost_cause
CUST_38251,6769.33,0.0,0.0,0.0,0,0,0.0,52,2,1,0,lost_cause
CUST_35945,4177.33,0.0,0.0,0.0,0,0,0.0,27,2,2,0,lost_cause
CUST_42217,6351.73,0.0,0.0,0.0,0,0,0.0,30,1,1,0,lost_cause
CUST_18308,4126.19,0.0,0.0,0.0,0,0,0.0,17,2,2,0,lost_cause
CUST_15949,5909.28,5022.89,886.39,0.15,1,1,2659.18,243,5,4,1,persuadable
CUST_61990,6465.98,0.0,0.0,0.0,0,0,0.0,141,7,5,1,persuadable
CUST_11150,7947.52,6358.02,1589.5,0.2,1,1,3179.01,167,5,4,0,persuadable
CUST_99480,3745.08,0.0,0.0,0.0,0,0,0.0,226,6,11,1,persuadable
CUST_84740,4171.77,0.0,0.0,0.0,1,0,0.0,15,0,2,0,lost_cause
CUST_76617,2576.53,0.0,0.0,0.0,0,0,0.0,6,2,2,0,lost_cause
CUST_26896,2826.47,0.0,0.0,0.0,0,0,0.0,57,0,2,0,lost_cause
CUST_56175,6007.07,4805.66,1201.41,0.2,1,1,2402.83,178,5,11,1,persuadable
CUST_17805,7460.8,0.0,0.0,0.0,0,0,0.0,52,0,2,0,lost_cause
CUST_15237,4064.93,0.0,0.0,0.0,0,0,0.0,30,2,2,0,lost_cause
CUST_30056,2668.99,0.0,0.0,0.0,0,0,0.0,55,1,1,0,lost_cause
CUST_55543,3353.15,0.0,0.0,0.0,1,0,0.0,6,0,2,0,lost_cause
CUST_66556,4457.84,4457.84,0.0,0.0,0,1,2674.7,117,0,2,1,sure_thing
CUST_13343,3389.23,3050.31,338.92,0.1,1,1,1694.62,417,3,7,1,persuadable
CUST_23500,3018.26,2716.43,301.83,0.1,1,1,1509.13,18,1,1,1,sure_thing
CUST_63222,6283.9,5655.51,628.39,0.1,1,1,3141.95,374,6,9,1,persuadable
CUST_39375,1550.99,1163.24,387.75,0.25,1,1,542.84,436,3,5,0,persuadable
CUST_19662,5005.0,0.0,0.0,0.0,0,0,0.0,56,2,2,0,lost_cause
CUST_26964,6659.48,0.0,0.0,0.0,1,0,0.0,72,3,4,1,sleeping_dog
CUST_69638,3230.48,0.0,0.0,0.0,0,0,0.0,11,0,2,0,lost_cause
CUST_83666,5421.39,0.0,0.0,0.0,1,0,0.0,36,1,1,0,lost_cause
CUST_95067,5847.85,4385.89,1461.96,0.25,1,1,2046.75,560,7,10,0,persuadable
CUST_77215,5757.66,0.0,0.0,0.0,1,0,0.0,33,1,1,0,lost_cause
CUST_79042,4398.02,3518.42,879.6,0.2,1,1,1759.21,38,1,1,1,sure_thing
CUST_23284,3752.76,3189.85,562.91,0.15,1,1,1688.75,369,5,10,0,persuadable
CUST_82789,6933.51,6240.16,693.35,0.1,1,1,3466.76,220,5,13,0,persuadable
CUST_94664,6429.9,0.0,0.0,0.0,0,0,0.0,447,6,12,0,persuadable
CUST_71389,3588.16,2691.12,897.04,0.25,1,1,1255.86,56,1,3,1,sure_thing
CUST_19435,2169.62,1844.18,325.44,0.15,1,1,976.33,55,0,3,1,sure_thing
CUST_64340,1966.75,1770.07,196.68,0.1,1,1,983.37,421,7,8,0,persuadable
CUST_54078,2112.79,2112.79,0.0,0.0,0,1,1267.67,206,1,5,1,sleeping_dog
CUST_88832,5288.65,0.0,0.0,0.0,0,0,0.0,152,6,13,0,persuadable
CUST_61293,1835.8,1560.43,275.37,0.15,1,1,826.11,427,3,6,1,persuadable
CUST_88781,3690.02,3321.02,369.0,0.1,1,1,1845.01,79,0,1,1,sure_thing
CUST_70403,6395.8,0.0,0.0,0.0,1,0,0.0,48,2,2,0,lost_cause
CUST_39124,3413.26,0.0,0.0,0.0,0,0,0.0,263,7,12,0,persuadable
CUST_53919,6461.5,5492.28,969.22,0.15,1,1,2907.68,56,1,1,1,sure_thing
CUST_45247,6345.54,5076.43,1269.11,0.2,1,1,2538.21,476,6,5,1,persuadable
CUST_72752,3097.88,2788.09,309.79,0.1,1,1,1548.94,108,1,1,1,sure_thing
CUST_66573,6237.34,5613.61,623.73,0.1,1,1,3118.67,112,0,3,1,sure_thing
CUST_69101,6360.55,5088.44,1272.11,0.2,1,1,2544.22,69,1,1,1,sure_thing
CUST_36646,4083.45,4083.45,0.0,0.0,0,1,2450.07,98,1,3,1,sure_thing
CUST_33049,2867.73,2580.96,286.77,0.1,1,1,1433.87,110,0,2,1,sure_thing
CUST_89605,4888.26,0.0,0.0,0.0,0,0,0.0,472,7,14,0,persuadable
CUST_78385,7489.08,0.0,0.0,0.0,1,0,0.0,36,1,1,0,lost_cause
CUST_50158,5657.51,0.0,0.0,0.0,1,0,0.0,38,2,1,0,lost_cause
CUST_75417,2624.0,0.0,0.0,0.0,0,0,0.0,481,7,6,0,persuadable
CUST_33289,5937.92,5344.13,593.79,0.1,1,1,2968.96,154,5,12,0,persuadable
CUST_19823,4276.82,0.0,0.0,0.0,0,0,0.0,52,1,1,0,lost_cause
CUST_70160,5344.94,0.0,0.0,0.0,0,0,0.0,507,7,4,1,persuadable
CUST_51975,6271.42,4703.56,1567.86,0.25,1,1,2194.99,95,1,1,1,sure_thing
CUST_19540,4847.16,0.0,0.0,0.0,0,0,0.0,18,0,2,0,lost_cause
CUST_26364,6790.9,5432.72,1358.18,0.2,1,1,2716.36,44,1,1,1,sure_thing
CUST_14611,6194.01,0.0,0.0,0.0,0,0,0.0,282,5,5,0,persuadable
CUST_37663,5497.98,4123.48,1374.5,0.25,1,1,1924.29,324,5,9,0,persuadable
CUST_61991,2480.15,0.0,0.0,0.0,0,0,0.0,11,0,2,0,lost_cause
CUST_67679,6933.67,5546.94,1386.73,0.2,1,1,2773.47,288,4,12,1,persuadable
CUST_40977,7583.39,0.0,0.0,0.0,0,0,0.0,44,2,1,0,lost_cause
CUST_59115,2390.27,2390.27,0.0,0.0,0,1,1434.16,224,2,3,1,sleeping_dog
CUST_98223,4673.57,4673.57,0.0,0.0,0,1,2804.14,64,0,1,1,sure_thing
CUST_70890,3182.78,0.0,0.0,0.0,0,0,0.0,226,4,13,1,persuadable
CUST_76387,6404.4,0.0,0.0,0.0,0,0,0.0,547,3,9,0,persuadable
CUST_28071,6190.59,0.0,0.0,0.0,0,0,0.0,483,4,5,0,persuadable
CUST_69275,2415.75,2053.39,362.36,0.15,1,1,1087.09,246,3,10,0,persuadable
CUST_82369,7200.68,0.0,0.0,0.0,1,0,0.0,47,2,1,0,lost_cause
CUST_21938,2676.32,0.0,0.0,0.0,1,0,0.0,44,2,1,0,lost_cause
CUST_45195,6682.18,0.0,0.0,0.0,1,0,0.0,6,2,2,0,lost_cause
CUST_14000,4470.37,3576.3,894.07,0.2,1,1,1788.15,340,4,7,1,persuadable
CUST_80588,3633.77,0.0,0.0,0.0,0,0,0.0,56,1,2,0,lost_cause
CUST_48304,2528.56,0.0,0.0,0.0,1,0,0.0,85,3,3,1,sleeping_dog
CUST_79449,2589.49,0.0,0.0,0.0,0,0,0.0,21,2,1,0,lost_cause
CUST_92986,5802.29,4641.83,1160.46,0.2,1,1,2320.91,86,1,3,1,sure_thing
CUST_99643,5077.8,0.0,0.0,0.0,1,0,0.0,20,2,1,0,lost_cause
CUST_30764,2293.56,2293.56,0.0,0.0,0,1,1376.14,27,0,1,1,sure_thing
CUST_96027,2232.54,0.0,0.0,0.0,0,0,0.0,487,3,12,1,persuadable
CUST_48494,1970.02,1970.02,0.0,0.0,0,1,1182.01,44,1,1,1,sure_thing
CUST_13373,6334.49,0.0,0.0,0.0,0,0,0.0,58,2,2,0,lost_cause
CUST_22161,6127.23,0.0,0.0,0.0,1,0,0.0,43,0,2,0,lost_cause
CUST_37350,1879.8,1879.8,0.0,0.0,0,1,1127.88,18,1,3,1,sure_thing
CUST_35351,5141.76,3856.32,1285.44,0.25,1,1,1799.62,140,6,6,0,persuadable
CUST_98668,2050.4,1845.36,205.04,0.1,1,1,1025.2,426,5,10,0,persuadable
CUST_25305,7374.35,5899.48,1474.87,0.2,1,1,2949.74,246,6,4,0,persuadable
CUST_85353,7396.26,6656.63,739.63,0.1,1,1,3698.13,97,1,1,1,sure_thing
CUST_86797,6038.51,4830.81,1207.7,0.2,1,1,2415.41,334,6,14,0,persuadable
CUST_75953,7520.23,0.0,0.0,0.0,0,0,0.0,15,2,1,0,lost_cause
CUST_67458,6774.44,6774.44,0.0,0.0,0,1,4064.66,10,0,1,1,sure_thing
CUST_30358,6885.5,5164.12,1721.38,0.25,1,1,2409.92,58,1,1,1,sure_thing
CUST_13267,5203.1,4162.48,1040.62,0.2,1,1,2081.24,532,4,10,0,persuadable
CUST_92745,3489.38,0.0,0.0,0.0,1,0,0.0,33,1,1,0,lost_cause
CUST_99588,2915.69,0.0,0.0,0.0,1,0,0.0,11,2,2,0,lost_cause
CUST_48513,3626.8,0.0,0.0,0.0,0,0,0.0,58,2,1,0,lost_cause
CUST_36092,5585.22,4747.44,837.78,0.15,1,1,2513.35,200,6,6,0,persuadable
CUST_21338,2622.27,0.0,0.0,0.0,0,0,0.0,31,0,1,0,lost_cause
CUST_10412,3181.16,2544.93,636.23,0.2,1,1,1272.47,49,0,2,1,sure_thing
CUST_17543,4542.4,0.0,0.0,0.0,0,0,0.0,40,0,1,0,lost_cause
CUST_43496,3014.83,0.0,0.0,0.0,1,0,0.0,49,2,2,0,lost_cause
CUST_70692,5326.18,0.0,0.0,0.0,0,0,0.0,37,2,1,0,lost_cause
CUST_99084,7500.64,0.0,0.0,0.0,1,0,0.0,17,0,1,0,lost_cause
CUST_54425,6362.58,0.0,0.0,0.0,0,0,0.0,10,2,2,0,lost_cause
CUST_48756,5831.77,4665.42,1166.35,0.2,1,1,2332.71,33,0,2,1,sure_thing
CUST_28888,5287.69,0.0,0.0,0.0,1,0,0.0,58,0,1,0,lost_cause
CUST_45735,4671.66,4671.66,0.0,0.0,0,1,2803.0,58,0,1,1,sure_thing
CUST_57295,2712.67,0.0,0.0,0.0,0,0,0.0,559,6,13,0,persuadable
CUST_93042,7315.62,7315.62,0.0,0.0,0,1,4389.37,38,1,3,1,sure_thing
CUST_95999,3115.48,3115.48,0.0,0.0,0,1,1869.29,16,1,3,1,sure_thing
CUST_27955,2093.51,0.0,0.0,0.0,0,0,0.0,486,5,9,0,persuadable
CUST_47841,6375.1,5737.59,637.51,0.1,1,1,3187.55,569,6,10,1,persuadable
CUST_80640,2641.5,2377.35,264.15,0.1,1,1,1320.75,369,6,11,1,persuadable
CUST_75510,3917.32,0.0,0.0,0.0,1,0,0.0,8,0,2,0,lost_cause
CUST_44911,1683.85,1683.85,0.0,0.0,0,1,1010.31,14,0,1,1,sure_thing
CUST_69031,2390.94,2032.3,358.64,0.15,1,1,1075.92,39,0,2,1,sure_thing
CUST_98726,2625.82,0.0,0.0,0.0,1,0,0.0,23,1,1,0,lost_cause
CUST_17357,1853.67,0.0,0.0,0.0,0,0,0.0,594,5,8,1,persuadable
CUST_42479,5768.27,0.0,0.0,0.0,0,0,0.0,47,2,1,0,lost_cause
CUST_71476,6940.55,0.0,0.0,0.0,1,0,0.0,53,0,1,0,lost_cause
CUST_54811,3926.55,0.0,0.0,0.0,1,0,0.0,57,0,2,0,lost_cause
CUST_46208,7184.75,0.0,0.0,0.0,1,0,0.0,17,2,2,0,lost_cause
CUST_30150,2886.75,2309.4,577.35,0.2,1,1,1154.7,246,7,6,0,persuadable
CUST_81180,3615.04,0.0,0.0,0.0,1,0,0.0,12,1,1,0,lost_cause
CUST_53286,2479.79,0.0,0.0,0.0,0,0,0.0,310,7,6,1,persuadable
CUST_78450,5533.63,0.0,0.0,0.0,0,0,0.0,383,7,12,0,persuadable
CUST_31352,4229.15,0.0,0.0,0.0,0,0,0.0,25,2,2,0,lost_cause
CUST_65069,5486.34,4937.71,548.63,0.1,1,1,2743.17,297,3,5,1,persuadable
CUST_24397,6450.89,0.0,0.0,0.0,0,0,0.0,20,2,2,0,lost_cause
CUST_51555,5047.07,0.0,0.0,0.0,1,0,0.0,27,0,2,0,lost_cause
CUST_56959,5579.6,0.0,0.0,0.0,1,0,0.0,24,0,2,0,lost_cause
CUST_10728,7579.13,0.0,0.0,0.0,0,0,0.0,22,1,1,0,lost_cause
CUST_60517,3443.92,2755.14,688.78,0.2,1,1,1377.57,340,3,13,1,persuadable
CUST_76234,3834.57,2875.93,958.64,0.25,1,1,1342.1,398,6,7,1,persuadable
CUST_49954,6165.07,0.0,0.0,0.0,0,0,0.0,28,2,1,0,lost_cause
CUST_57280,5473.49,4105.12,1368.37,0.25,1,1,1915.72,249,3,7,0,persuadable
CUST_89459,2660.46,0.0,0.0,0.0,0,0,0.0,40,2,2,0,lost_cause
CUST_26779,3944.96,0.0,0.0,0.0,1,0,0.0,58,2,2,0,lost_cause
CUST_73932,4540.95,0.0,0.0,0.0,0,0,0.0,6,1,1,0,lost_cause
CUST_82936,4226.03,3592.13,633.9,0.15,1,1,1901.72,257,6,8,1,persuadable
CUST_34466,2658.79,1994.09,664.7,0.25,1,1,930.57,32,0,2,1,sure_thing
CUST_46939,7508.8,0.0,0.0,0.0,0,0,0.0,148,3,7,0,persuadable
CUST_79896,6455.07,5809.56,645.51,0.1,1,1,3227.53,43,0,1,1,sure_thing
CUST_45270,4628.81,0.0,0.0,0.0,1,0,0.0,12,2,2,0,lost_cause
CUST_69163,5920.4,5328.36,592.04,0.1,1,1,2960.2,514,6,5,0,persuadable
CUST_92637,7332.34,6232.49,1099.85,0.15,1,1,3299.55,102,0,3,1,sure_thing
CUST_61934,2385.13,1908.1,477.03,0.2,1,1,954.05,30,1,3,1,sure_thing
CUST_74895,3127.42,0.0,0.0,0.0,1,0,0.0,22,2,2,0,lost_cause
CUST_42307,5027.56,0.0,0.0,0.0,0,0,0.0,14,2,2,0,lost_cause
CUST_64098,6693.57,6024.21,669.36,0.1,1,1,3346.78,382,3,4,1,persuadable
CUST_70921,1735.66,1301.74,433.92,0.25,1,1,607.48,35,0,3,1,sure_thing
CUST_15486,7896.12,7106.51,789.61,0.1,1,1,3948.06,152,7,6,0,persuadable
CUST_18335,4456.89,3788.36,668.53,0.15,1,1,2005.6,195,5,9,1,persuadable
CUST_96900,3835.0,0.0,0.0,0.0,0,0,0.0,29,0,2,0,lost_cause
CUST_99112,3402.71,0.0,0.0,0.0,1,0,0.0,16,2,1,0,lost_cause
CUST_21130,2633.32,0.0,0.0,0.0,0,0,0.0,211,3,6,0,persuadable
CUST_97508,6645.23,4983.92,1661.31,0.25,1,1,2325.83,77,0,1,1,sure_thing
CUST_70566,7710.19,7710.19,0.0,0.0,0,1,4626.11,145,3,4,1,sleeping_dog
CUST_76703,4188.69,0.0,0.0,0.0,0,0,0.0,443,6,7,0,persuadable
CUST_37192,7690.73,0.0,0.0,0.0,0,0,0.0,25,0,2,0,lost_cause
CUST_11062,6854.68,6854.68,0.0,0.0,0,1,4112.81,114,1,3,1,sure_thing
CUST_94076,4626.83,0.0,0.0,0.0,0,0,0.0,382,3,4,1,persuadable
CUST_99780,5881.17,4410.88,1470.29,0.25,1,1,2058.41,96,1,3,1,sure_thing
CUST_31545,4327.4,3245.55,1081.85,0.25,1,1,1514.59,409,3,13,1,persuadable
CUST_31689,5131.7,5131.7,0.0,0.0,0,1,3079.02,122,3,2,1,sleeping_dog
CUST_21174,1877.3,1595.71,281.59,0.15,1,1,844.79,589,4,5,0,persuadable
CUST_98461,6025.71,5121.85,903.86,0.15,1,1,2711.57,19,0,2,1,sure_thing
CUST_19348,1843.36,1843.36,0.0,0.0,0,1,1106.02,102,0,3,1,sure_thing
CUST_33714,6811.05,5448.84,1362.21,0.2,1,1,2724.42,136,6,12,0,persuadable
CUST_48102,6862.16,6862.16,0.0,0.0,0,1,4117.3,82,1,3,1,sure_thing
CUST_84460,3041.0,3041.0,0.0,0.0,0,1,1824.6,106,0,3,1,sure_thing
CUST_99930,3603.81,0.0,0.0,0.0,0,0,0.0,10,1,2,0,lost_cause
CUST_16801,4628.52,0.0,0.0,0.0,0,0,0.0,187,7,7,0,persuadable
CUST_82267,5378.31,4302.65,1075.66,0.2,1,1,2151.33,381,4,14,0,persuadable
CUST_58136,3367.8,0.0,0.0,0.0,1,0,0.0,7,1,1,0,lost_cause
CUST_33625,5351.16,4280.93,1070.23,0.2,1,1,2140.47,69,1,3,1,sure_thing
CUST_92873,3435.62,0.0,0.0,0.0,1,0,0.0,124,3,3,1,sleeping_dog
CUST_82592,1860.69,0.0,0.0,0.0,0,0,0.0,369,6,12,1,persuadable
CUST_87052,1516.43,0.0,0.0,0.0,0,0,0.0,8,2,2,0,lost_cause
